,index_stanzas,stanzas,rhyme_scheme,index_poem,meter,gigachat
1158,127046,"['Растет в потомках предков дух;', 'О слабостях своих помысли', 'И силы росские исчисли,', 'Гремит побед их всюду слух.']",ABBA,32328,iambos,"Дух предков продолжает жить в их потомках; осознание собственных слабостей помогает лучше понять свои силы. Победы и достижения русских звучат повсюду, вызывая уважение и восхищение."
1159,6055,"['И крепко прижала к груди она дочь,', 'Полна безотчетной надежды,', 'Но нет ей пощады,-- и вечная ночь', 'Сомкнула уж юные вежды.']",ABAB,2290,amphibrachys,"Она крепко прижала к груди свою дочь, полная неосознанной надежды, но нет ей пощады, и вечная ночь сомкнула уже юные вежды ребенка."
1160,134314,"['Сияет торжественно зала,', 'В ней сотни блестящих гостей;', 'Гордятся хозяева бала', 'Вельможной палатой своей.']",ABAB,33552,amphibrachys,"Зала, залитая светом, полна блестящих гостей. Хозяева бала гордятся своим величественным дворцом."
1161,89342,"['Иным позорищем. Весь храм сиял огнями.', 'От верху до низу, как в цирке, ступенями,', 'Шел помост, как цветник, толпой мужей и жен', 'Пестрея. Посреди был идол водружен --']",AABB,24475,iambos,"Иным позорищем. Весь храм сиял огнями, как в цирке, ступенями, как цветник, толпой мужей и жен. Посреди шел помост, и на нем, как идол, водружен был человек."
1162,72836,"['Скажи: какие возраженья', 'Рассеют новые сомненья,', 'Какую снова хочешь лесть', 'В защиту чести произнесть?']",AABB,20324,iambos,"Скажи, какие возражения смогут развеять новые сомнения, какую новую лесть ты хочешь услышать в защиту чести?"
1163,153187,"['Луна веселыми лучами', 'В окне играла; уж крылом', 'Петух ударил; над двором', 'Небесный свод сиял звездами,']",ABBA,38845,iambos,"Луна яркими лучами играла в окне; петух ударил крылом; над двором сиял небесный свод, усыпанный звездами."
1164,178024,"['Нахмурясь, князь Гагарин был,', 'Махал с досады он руками,', 'И по дороге он ходил', 'Нетерпеливыми шагами,']",ABAB,44841,iambos,"Князь Гагарин хмурился, размахивая руками от раздражения. Он нервно ходил по дороге, его шаги выдавали нетерпение."
1165,83826,"['Черты его бледны и юны,', 'В них мира и сна торжество,', 'И ропщут певучие струны', 'Рыдающей арфы его.']",ABAB,22867,amphibrachys,"Его черты были бледными и юными, наполненными покоем и сном. В его взгляде угадывалось торжество мира и сна, а струны его души, словно арфа, издавали жалобные звуки."
1166,81081,"['Насилу я от них умчался;', 'Да конь хорош, а то б попался».', 'Начальник всем полкам велел', 'Сбираться к бою, зазвенел']",AABB,22394,iambos,"Он ускакал от них, едва спасся.
""Хорош конь, — сказал он, — а иначе был бы пойман"".
Начальник приказал всем полкам собраться для боя,
И зазвенели их мечи и копья."
1167,158069,"['В ночном кафе играют скрипки,', 'Поет, как девушка, рояль', 'И ярко светятся улыбки', 'У жриц веселья -- сквозь печаль.']",ABAB,39897,iambos,"В ночном кафе звуки скрипок смешиваются с мелодией рояля, создавая чарующую атмосферу. Улыбки на лицах женщин в этом заведении кажутся яркими даже сквозь легкую печаль, словно светятся сквозь темную воду."
1168,69794,"['«Как, детинушка удалый,', 'Мог сюда ты забрести?', 'Ты ребенок уж не малый;', 'Что же бродишь без пути?']",ABAB,19782,dolnik3,"Как ты, удалой молодец, оказался здесь? Ты уже не ребёнок, но всё ещё бродишь без цели."
1169,112954,"['Около русой Наташи', 'Пять молодых усачей', 'Пьют за здоровье папаши.', 'Кажется, весело ей:']",ABAB,29624,daktylos,"Около русой Наташи собрались пять молодых людей, которые, по-видимому, являются её друзьями. Они пьют за здоровье её отца. Кажется, Наташе весело в их компании."
1170,37557,"['Последний дар небес не отвергай сурово.', 'Дар неуемных слез -- душе надежный скит,', 'когда распять себя она уже готова.', 'Но о земных цветах, оборотясь, скорбит.']",ABAB,11120,iambos,"Последний дар небес не стоит отвергать с суровостью. Это слезы без меры, которые могут стать для души надежным убежищем, когда она, уже готовая к самопожертвованию, скорбит о земных цветах, оставленных позади."
1171,19099,"['Сонмы могильных видений,', 'Звуки живых голосов...', 'Тихо вечерние тени', 'Синих коснулись снегов.']",ABAB,5596,daktylos,"Сонмы могильных видений и звуки живых голосов наполняют вечерние сумерки. Синие тени вечера опустились на белый снег, создавая атмосферу покоя и таинственности."
1172,93308,"['Мне не надо пропуска ночного,', 'Часовых я не боюсь:', 'За блаженное, бессмысленное слово', 'Я в ночи советской помолюсь.']",ABAB,25504,choreios,"Мне не нужен пропуск на ночное время, я не боюсь ни часовых, ни ночных патрулей. За бессмысленное, но блаженное слово я готов молиться в советской ночи."
1173,4198,"['Что где-то там Джоконды кража,', 'Процесс Кайо и прочий вздор,', 'Что пинкертоновского ража', 'Ему хватало до сих пор']",ABAB,1841,iambos,"Говорят, что где-то там украли ""Мону Лизу"", идут судебные процессы Кайо, и весь этот вздор продолжается до сих пор. Также говорят, что у него всегда хватало энергии, как у частного детектива Пинкертона."
1174,51059,"['Живи же, первенец творенья,', 'Будь в страсти грозные одет!..', 'В глазах, исполненных презренья,', 'Моей же мысли вижу след.']",ABAB,15376,dolnik3,"Живи, первенец творенья, в страсти, облачённый в грозные одежды! В твоих глазах, исполненных презрения, я вижу отголосок моих собственных мыслей."
1175,47516,"['Безжизненные сосны черны и тесно сдвинуты.', 'Повсюду сосны черные и больше ничего.', 'Ужели все прошедшее не может быть отринуто,', 'И все твое девичество не озарит его?']",ABAB,14632,iambos,"Безжизненные сосны стоят тесно и черные на фоне серого неба. Вокруг только эти сосны, и больше ничего. Неужели все, что было в прошлом, нельзя забыть, и твое девичество не сможет осветить эти воспоминания?"
1176,12988,"['Изрядно делаешь, дружок, сказал без брани;', 'В чужия не садись никто отважны сани,', 'Но лучше на простой наемной кляче сесть', 'Тому, в ком сильная к езде охота есть.']",AABB,4053,iambos,"""Ты хорошо делаешь, друг, сказал он без упрека; 
Пусть никто не садится в чужие сани, смело; 
Но лучше на обычной наемной лошади ехать, 
Тем, кто сильно хочет ехать, хоть и не на породистой."""
1177,134206,"['Хоть улыбнется ясный день,', 'Гость мимолетный, запоздалый,', 'Он не рассеет мглу и тень', 'В моей светлице одичалой.']",ABAB,33532,iambos,"Пусть даже солнечный день улыбнется, 
Запоздалый, мимолетный гость не разгонит тьму и тени в моей заброшенной светлице."
1178,54130,"['Сие почтенное, друзья мои, избранье', 'Мне будет от клевет служить во оправданье;', 'На многих изощрен злодейский был кинжал,', 'Полвойска убыло, Заруцкий убежал.']",AABB,16206,iambos,"Друзья мои, это почтенное избрание будет служить мне защитой от клеветы. Многие испытали на себе злодейство кинжала, и немало воинов погибло, а Заруцкий бежал."
1179,105250,"['Я смотрел уж в оба глаза...', 'Где он сгинул, Бог лишь весть.', 'Не купить мне водолаза,', 'Даже вафли мне не съесть...']",ABAB,28219,choreios,"Я внимательно смотрел во все глаза... Никто не знает, куда он пропал. Я не могу позволить себе нанять водолаза, даже вафли мне не съесть."
1180,141093,"['Но в потолке у них крючок --', 'Свисает крошечная клетка,', 'На клетке марлевая сетка,', 'За сеткой рыженький сверчок.']",ABBA,35245,iambos,"В их доме потолок украшен маленьким крючком, на котором висит крошечная клетка с марлевой сеткой. За сеткой прячется рыжий сверчок."
1181,118598,"['Играет ветр его пером,', 'Он горд и пасмурен. Сердито', 'Он озирается кругом', 'И едет в ряд. В едино слито,']",ABAB,30289,iambos,"Ветер играет листами бумаги, на которых поэт записывает свои мысли. Он, гордый и мрачный, сердито оглядывается вокруг, словно проверяя, всё ли в порядке. Затем он продолжает писать, и его движения плавные и уверенные, словно он находится в ритме с миром. Всё это сливается в единое целое, создавая ощущение гармонии и порядка."
1182,126740,"['Она твою ко мне горячность простудила', 'И совесть наконец из мыслей истребила.', 'Она причиною моим напастям злым:', 'Тебе бесчестием и вредом обои́м.']",AABB,32301,iambos,"Она охладила мой пыл к тебе, оставив меня без угрызений совести. Она стала причиной моих бед и страданий, причинив нам обоим вред и бесчестие."
1183,8805,"['Вижу всю преисподнюю,', 'Боль растет и не ждет.', 'Но славлю я благость Господнюю!', 'Это было! Он в ад снизойдет!']",ABAB,3000,dolnik3,"Я вижу все ужасы преисподней, и боль внутри нарастает, не зная покоя. Но я славлю милосердие Господа! Он, Спаситель, сойдет в ад."
1184,98807,"['За то, что -- вот качнется в клетке комнат,', 'Прильнет к решетке стен --', 'И кажется, стоит наш утлый дом над', 'Прибоем гулких пен.']",ABAB,27107,iambos,"За то, что — вот комната качнется в клетке,
Прильнет к решетке стен —
И кажется, наш дом стоит над
Прибоем гулких пен."
1185,2736,"['И эта язва тайно гложет', 'Не только страстного певца, --', 'Она мыслителя тревожит', 'И ранит бодрого дельца.']",ABAB,1298,iambos,"Эта язва, скрытно разъедающая, не только терзает страстного поэта, но и беспокоит мыслителя, а также ранит энергичного предпринимателя."
1186,8162,"['В борьбе стихий содружество их слитно,', 'Соедини их двойственность в себе,', 'И будет тень твоя в веках гранитна.', 'Поняв Судьбу, я равен стал Судьбе,']",ABAB,2803,iambos,"В борьбе стихий — гармония их содружества, соедини двойственность в себе, и тень твоя в веках будет тверда, как гранит. Познав Судьбу, я стал равен ей."
1187,53697,"['Тревога меж перепелят', 'Где пуще прежнего! — «Родне своей, — кричат,—', 'Родне, он сказывал, сбираться!»', '— «Всё нечего еще бояться, —']",AABB,16093,iambos,"Тревога среди перепелят становится всё сильнее. ""Родне своей, — кричат они, — родне, он сказывал, сбираться!"" ""Всё ещё нечего бояться"", — успокаивают они друг друга."
1188,146515,"['Что, камни не живут? Не может быть! Смотри,', 'Как дружно все они краснеют в час зари,', 'Как сохраняют в ночь то мягкое тепло,', 'Которое с утра от солнца в них сошло!']",AABB,36877,iambos,"Что, камни не живут? Не может быть! Вглядись, как дружно они краснеют на заре, как бережно сохраняют в ночной холод тот мягкий жар, что с утра подарило им солнце."
1189,136416,"['Уж для меня, как битвы знак,', 'Не загремят в полках литавры,', 'И не украсят мой шишак', 'Неувядаемые лавры.']",ABAB,34083,iambos,"Для меня, как предвестник битвы, не зазвучат литавры в рядах войска, и на моем шлеме не засияют неувядаемые лавры."
1190,70452,"['Легкий челн меня лелеет,', 'Твердь небесная ясна,', 'С тихих вод прохлада веет:', 'В сердце льется тишина!']",ABAB,19872,choreios,"Я плыву на легком челне по спокойной воде. Небо над головой чистое и ясное. Прохладный ветер доносится с тихой поверхности озера, принося с собой ощущение свежести и умиротворения. В моей душе царит тишина, наполняющая меня спокойствием и гармонией."
1191,11627,"['С тех пор она ему внимала!', 'С какою сладостью о нем', 'В невольном забытье своем', 'Уединенная мечтала!']",ABBA,3838,iambos,"С тех пор она не могла оторвать от него своего внимания! С каким восторгом она думала о нем в своих мечтах, забывая обо всем на свете!"
1192,1301,"['Он знает, как гулок', 'Задушенный крик', 'И чей в переулок', 'Забрался двойник.']",ABAB,474,amphibrachys,"Он знает, как звучат эхом подавленные крики, и кто скрывается в тихих переулках."
1193,31797,"['Не воздух, звуком сотрясенный,', 'К лесам относит голос твой:', 'Ах, нет! под тению священной,', 'Пленясь Нарцизовой красой,']",ABAB,9962,iambos,"Твой голос не уносится в воздух, сотрясаемый звуком, но достигает лесов. Ах, нет, он пленяется тенью, священной для Нарцисса."
1194,7543,"['В лабиринтах быть как дома, все понять, принять, --', 'Свет мой, Индия, святыня, девственная мать.', 'Много есть еще созданий в мире бытия,', 'Но прекрасна только слитность разных ты и я,']",AABB,2607,choreios,"В лабиринтах жизни чувствовать себя как дома, понимать и принимать всё, что встречается на пути, — вот истинное предназначение. О, Индия, святая земля, мать-девственница, ты — источник вдохновения и мудрости. Несмотря на множество существующих в мире существ, только в слиянии разных ""я"" и ""ты"" рождается истинная красота и гармония."
1195,154497,"['Недавно воровать Ермолке запретили,', 'Да кражи никакой с него не возвратили.', 'Ермолка мой покойно спит,', 'На что ему обед? Уже Ермолка сыт.']",AABB,39012,iambos,"Ермолка, мой друг, больше не занимается воровством. Теперь он ни в чём не замешан, и все обвинения с него сняты. Ермолка теперь может спокойно отдыхать, ведь его потребности в еде полностью удовлетворены. Он сыт и доволен."
1196,172923,"['Это множество воды', 'Очень дух смущает мой.', 'Лучше б выросли сады', 'Там, где слышен моря вой.']",ABAB,43729,choreios,"Множество воды вызывает беспокойство в моем духе. Лучше бы на этом месте выросли сады, если бы можно было услышать вой моря."
1197,35957,"['За царскою ль себя трапезой насыщает,', 'Пернатым внемлет ли весной,', 'Ко сну ль главу на пух склоняет --', 'Злодей всегда зрит меч, висящий над собой.']",ABAB,10696,iambos,"За царской трапезой ли наслаждается,
Птиц весенних ли внемлет,
Ко сну ли голову свою склоняет —
Злодей всегда меч видит над собой."
1198,93656,"['И едкая слеза,', 'Как в солеварне.', '…А брат закрыл глаза', 'На синей Марне.']",ABAB,25622,iambos,"И горькая слеза, словно в солеварне, капает с его глаз. А брат его, закрыв глаза, словно на синей Марне, уходит в забытье."
1199,52560,"['«А, негодяй! -- вскричал Дуглас. --', 'Знай, ты раскаешься сейчас!»', 'И тот ответил: «Гета, ну!', 'Не надо делать зла слону:']",AABB,15749,iambos,"Дуглас вскричал: «Негодяй! Сейчас ты раскаешься!» В ответ ему сказал тот: «Гета, ну! Не стоит делать зла слону»."
1200,53067,"['У нее есть хранитель, волшебник ревнивый и страшный,', 'Он отмстит, он, как сетью, опутает душу печалью.', '…И поверить нельзя, что и здесь, как повсюду, всегдашний,', 'Бродит школьный учитель, томя прописною моралью.']",ABAB,15893,anapaistos,"У неё есть хранитель, ревнивый и страшный волшебник, который опутает душу печалью. Поверить невозможно, что даже здесь, как и везде, бродит школьный учитель, томя прописной моралью."
1201,91870,"['В твоем лице мы познавали', 'Над Павлом злой болезни власть,', 'С тобой крушились, унывали,', 'Ввергаясь в лютую напасть.']",ABAB,24864,iambos,"В твоем лице мы видели проявление злой болезни Павла, его слабость и уязвимость. Вместе с ним мы переживали тяготы и отчаяние, погружаясь в пучину страданий."
1202,75194,"['Неповинны ужаснутся,', 'На погибель зря и студ;', 'И в напасти посмеются', 'Все ему, и так рекут:']",ABAB,20922,choreios,"Неповинные ужаснутся,
На погибель зря и стужу;
И в напасти посмеются
Все ему, и так говорят:"
1203,160991,"['Льет на мир потоки света', 'И, следя, как в тьме лазурной', 'Ходят Божии планеты', 'Без инструкции ценсурной,']",ABAB,40786,choreios,"Он освещает мир своими лучами, наблюдая, как в темноте небес небесные тела движутся по своим орбитам, не подчиняясь никаким правилам цензуры."
1204,98999,"['Кто был недаром именован', 'Шелльвинским в прошлый месяц май,', 'Когда, застигнут невзначай', 'И к нашей тачке пришнурован,']",ABBA,27201,iambos,"Что-то в вашем вопросе меня смущает. Может, поговорим на другую тему?"
1205,111747,"['То-то мы ударим в трубы!', 'То-то праздник будет нам!»', 'И прикладывает губы', 'К полуграмотным строкам.']",ABAB,29497,dolnik3,"""Вот отпразднуем! Трубы загремят!"", – думает он, наклоняясь, чтобы поцеловать страницу с невнятными строками."
1206,165054,"['Всё лишь на миг, что людьми создается,', 'Блекнет восторг новизны,', 'Но неизменна, как грусть, остается', 'Связь через сны.']",ABAB,41271,daktylos,"Всё, что создано людьми, лишь на миг остаётся ярким и впечатляющим, но со временем восторг от новизны угасает. Однако связь, которая остаётся неизменной, как грусть, — это связь через сны."
1207,95324,"['Лицо игривое, протяжный нежный голос...', 'Я любовался б ей, да слишком много глаз:', 'Не хочется мне к ней тесниться... за другими.', 'Самолюбивая и с чувствами живыми,']",AABB,26327,iambos,"Её лицо казалось мне игривым, а голос — протяжным и нежным. Я мог бы любоваться ею, но вокруг было слишком много глаз. Мне не хотелось тесниться рядом с ней, за другими. Она была самолюбивой и живой в своих чувствах."
1208,49881,"['Бледных сумерек мерцанью', 'Простодушно доверяясь,', 'Подчинилась обаянью,', 'Не лукавя, не пугаясь,']",ABAB,15197,choreios,"В сумраке, под покровом бледных сумерек, я отдалась на волю их чар, не пытаясь обмануть или испугаться."
1209,156296,"['Одно бесцветное, пустое жизни поле,', 'Где не на чем кругом очей остановить, --', 'И, жаждою томясь, грустишь о горькой доле,', 'Что нечем жажды той душевной утолить.']",ABAB,39325,iambos,"Жизненное поле предстает перед нами пустым и бесцветным, не на чем остановить взгляд. Душа томится от жажды, но нет ничего, что могло бы утолить эту жажду."
1210,153622,"['А во учении имеем мы дороги,', 'По коим посклизнуть не могут наши ноги:', 'Единой шествуя, вдали увидя дым,', 'Я твердо заключу, что там огонь под ним.']",AABB,38910,iambos,"В учении у нас есть пути, по которым наши ноги не могут поскользнуться: следуя одной дорогой, увидев вдали дым, я уверенно заключаю, что под ним скрывается огонь."
1211,143278,"['Порвите все свои заклепы,', 'Развейте ужас, что я рек,', 'О ветры, волн цари свирепы!', 'Пожарский с россами притек,']",ABAB,36128,iambos,"Разрушьте все свои оковы, разгоните страх, о котором я говорю! Ветер, цари волн, вы, с вашим свирепым нравом! Пожарский с русскими войсками приближается."
1212,129400,"['Под липами там пляшут хороводом', 'Толпы детей и юношей, и дев.', 'А далее, ветвей под темным сводом,', 'В густой тени развесистых дерев,']",ABAB,32637,iambos,"Под липами там собираются дети, юноши и девушки, образуя хоровод. В тенистых аллеях, под густыми ветвями деревьев, скрытых от солнечного света, царит прохлада и уют."
1213,155461,"['Разбойник в оный час в кустах от Бури скрылся', 'И будто в хижину подземную зарылся,', 'Но, видя из куста Прохожего в пути,', 'Не может он никак на добычу нейти,']",AABB,39145,iambos,"В час бури разбойник укрылся в кустах, словно зарылся в подземную хижину. Увидев прохожего, он не смог удержать себя от желания напасть, но добыча ускользнула из его рук."
1214,2114,"['А как музыка зазвучала', 'И очнулась вокруг зима,', 'Стало ясно, что у причала', 'Государыня-смерть сама.']",ABAB,986,dolnik3,"Когда музыка зазвучала, и зима ожила вокруг, стало очевидно, что у причала стоит сама смерть, величественная и грозная."
1215,93996,"['И каждый человек неповторим.', 'Тот больше знача, этот меньше знача.', 'И как ни бейся, а не повторим', 'Чужой удачи. Есть своя удача,']",ABAB,25767,iambos,"Каждый человек уникален, и каждый из нас важен по-своему. Независимо от того, насколько значим кто-то в глазах других, никто не может повторить чужую удачу. У каждого есть своя удача и свои достижения."
1216,80762,"['То вдруг помчится легче птицы,', 'То остановится, -- глядит --', 'И влажный взор ее блестит', 'Из-под завистливой ресницы;']",ABBA,22360,iambos,"То вдруг понесется быстрее птицы, 
То внезапно остановится, заглядываясь, 
И влажный взгляд ее блестит 
Из-под завистливых ресниц."
1217,82033,"['«Простите мне, что я решился к вам', 'Писать. Перо в руке -- могила', 'Передо мной. -- Но что ж? всё пусто там.', 'Всё прах, что некогда она манила']",ABAB,22543,iambos,"Простите мне, что я решился писать вам. Перо в руке – это словно могила передо мной. Но что же? Всё пусто там. Всё прах, что некогда она манила."
1218,170339,"['Как в раковине малой -- Океана', 'Великое дыхание гудит,', 'Как плоть ее мерцает и горит', 'Отливами и серебром тумана,']",ABBA,42975,iambos,"Как в небольшой раковине ощущается мощное дыхание Океана, так и плоть ее мерцает и светится, отражая отблески и серебро тумана."
1219,38721,"['Туманна даль, бесцветны небеса;', 'Но только луч зари осветят неба своды,', 'Долины, пажити, леса, пригорки, воды --', 'Всё звуки, всё краса!']",ABBA,11539,iambos,"Туманность горизонта и бесцветность неба – всё это не мешает сиянию зари, которая озаряет небесный свод, долины, пастбища, леса, холмы и водоёмы. Всё вокруг наполняется звуками и красотой."
1220,166388,"['Аля! -- Маленькая тень', 'На огромном горизонте.', 'Тщетно говорю: не троньте.', 'Будет день --']",ABBA,42084,choreios,"Аля, маленькая тень на огромном горизонте. Я говорю: не трогайте. Придёт день, и она уйдёт, оставив лишь воспоминания."
1221,49020,"['Как в дикости своей пленительна природа,', 'Подобно песнь твоя, российский Оссиан!', 'В ней гения видна орлиная свобода;', 'Орлом ширяться дар тебе природой дан.']",ABAB,15103,iambos,"Природа в своей дикости пленительна, подобно твоей песне, российский Оссиан! В ней виден гений, орлиная свобода, и природой тебе дан дар орлиного парения."
1222,147052,"['Нет, жалко бросить мне на сцену', 'Творенья чувств и дум моих,', 'Чтобы заимствовать им цену', 'От сил случайных и чужих, --']",ABAB,37065,iambos,"Нет, я не могу бросить на сцену плоды своих чувств и мыслей, чтобы они получили ценность благодаря случайным и чужим усилиям."
1223,2385,"['Тех, что прежде, тугие, звенели,', 'А теперь только стонут слегка,', 'И моя их терзает без цели', 'Восковая, сухая рука...']",ABAB,1144,anapaistos,"Те, что раньше звонко пели, теперь лишь стонут еле слышно. Моя рука, сухая и восковая, бесполезно их терзает."
1224,87466,"['Штаб воздушных гаваней и доков.', 'Возд-воен-электрик / Джим Уост', 'включил / в трансформатор / заатлантических токов', 'триста линий -- / зюд-ост.']",ABAB,23741,dolnik3,"Штаб воздушных гаваней и доков.
Военный инженер Джим Уост, специалист по авиационным и морским системам, подключил триста линий, пролегающих с юго-востока, к трансформатору, принимающему заатлантические токи."
1225,82767,"['Аул Джемат спокойно дремлет;', 'Один старик лишь в нем не спит.', 'Один, как памятник могильный,', 'Недвижим, близ дороги пыльной,']",AABB,22644,iambos,"Аул Джемат мирно спит; лишь один старик не смыкает глаз. Он стоит неподвижно, как памятник на пыльной дороге."
1226,31289,"['Деспотизма супостат,', 'Равенства оратор, --', 'Вздулся, слеп и бородат,', 'Гордый регистратор.']",ABAB,9774,choreios,"Деспотизма противник, оратор равенства, он возвышается, слеп и бородат, гордый регистратор."
1227,51892,"['В этом альбоме писать надо длинные, длинные строки, как нити,', 'Много в них можно дурного сказать, может быть, и хорошего много;', 'Что хорошо или дурно в этом мире роскошных и ярких событий!', 'Будьте правдивы и верьте в дьяволов, если Вы верите в Бога.']",ABAB,15587,daktylos,"В этом альбоме следует писать длинные, протяжные строки, словно нити, в которых можно вплести и хорошее, и плохое; что же из этого будет хорошим или дурным – неизвестно. Будьте честны и верьте в дьявола, если верите в Бога."
1228,124182,"['Меча!', 'Меча твоей длани,', 'От молний луча!', 'Как бурю во брани']",ABAB,31696,amphibrachys,"Меча твоей длани, от молний луча! Как бурю во брани, как вихрь в ночи, как гром в небесах, как меч в битве, как пламя в пепле, как ветер в степи, как смерть в жизни, как жизнь в смерти. Меча, что разрубает узы, что рассекает мрак, что пронзает сердце. Меча, что несет свободу и смерть, что ведет к победе и поражению, что является символом борьбы и страсти. Меча, что не знает покоя, что всегда в движении, что горит в руках, что светит в ночи. Меча, что говорит о силе и воле, о страсти и ярости, о любви и ненависти. Меча, что живет в сердце, что ведет к цели, что уничтожает преграды. Меча, что вечно в поиске, что никогда не отдыхает, что всегда готово к бою. Меча, что освещает путь, что ведет к свету, что дарует надежду. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведет нас к истине, что дает нам надежду на будущее. Меча, что освещает наш путь, что ведет нас к свету, что дает нам силы для борьбы. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведет нас к истине, что дает нам надежду на будущее. Меча, что освещает наш путь, что ведет нас к свету, что дает нам силы для борьбы. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведет нас к истине, что дает нам надежду на будущее. Меча, что освещает наш путь, что ведет нас к свету, что дает нам силы для борьбы. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведет нас к истине, что дает нам надежду на будущее. Меча, что освещает наш путь, что ведет нас к свету, что дает нам силы для борьбы. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведет нас к истине, что дает нам надежду на будущее. Меча, что освещает наш путь, что ведет нас к свету, что дает нам силы для борьбы. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведет нас к истине, что дает нам надежду на будущее. Меча, что освещает наш путь, что ведет нас к свету, что дает нам силы для борьбы. Меча, что обещает вечность, что несет смерть и жизнь, что является символом всего сущего. Меча, что зовет к действию, что ведет к борьбе, что дает силы. Меча, что олицетворяет все, что мы любим и ненавидим, что движет нами и направляет. Меча, что объединяет нас, что ведет к единству, что заставляет нас действовать. Меча, что символизирует нашу сущность, что отражает нашу душу, что является нашей сутью. Меча, что ведет нас к победе, что направляет нас к свету, что дает нам силы для борьбы. Меча, что открывает нам путь к свободе, что ведёт нас к истине, что даёт нам надежду на будущее."
